,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
800,Unknown person(s) damaged lock on rear door of van parked on the street and took a power drill and laptop computer,Theft from Motor Vehicle,Open,5625 S. Ellis (Public Way),8/3/18 11:00 AM to 12:30 PM,8/3/18 1:02 PM,18-00784
801,Two secured bicycles taken from bike rack,Theft,Open,850 E. 58th St. (American School Bldg. Bike Rack),8/2/18 to 8/3/18 6:30 PM to 1:30 PM,8/3/18 3:56 PM,18-00785
802,"Bicycle, with front wheel disassembled, was found unsecured next to the bike rack / Inventoried at UCPD for safekeeping",Found Property,Closed,929 E. 57th St. (Gordon Center Bike Rack),8/4/18 8:37 AM,8/4/18 8:37 AM,18-00786
803,Number generated in error,Void,Void,Void,Void,Void,18-00787
804,UCPD officers assisted CPD officers by helping to detain a combative individual / Subject was to be transported to a hospital by CPD for mental evaluation / CPD case JB380183,Assist Other Agency,CPD,1520 E. 57th St. (Metra Platform),8/5/18 10:35 AM,8/5/18 10:35 AM,18-00788
805,"Two unknown suspects, one armed with a Taser, took a victim's purse and cell phone before fleeing on foot / CPD case JB381116",Information / Robbery,CPD,1541 E. 51st St. (Metra Platform),8/6/18 12:10 AM,8/6/18 12:27 AM,18-00789
806,Suspicious subject seen tampering with bikes in bike rack / Unauthorized subject given written trespass warning,Information,Closed,5730 S. Ellis (Crerar Bike Rack),8/6/18 8:55 PM,8/6/18 8:55 PM,18-00790
807,Unauthorized person ignored several previous warnings by management and police was arrested for trespass to off campus building,Criminal Trespass to Land,Arrest,1421 E. 53rd St.,8/7/18 8:58 AM,8/7/18 8:58 AM,18-00791
808,UCPD officer assisted CPD with the arrest of a wanted subject armed with a handgun / CPD case JB383827,Assist Other Agency,CPD Arrest,6300 S. Woodlawn,8/7/18 7:14 PM,8/7/18 7:14 PM,18-00792
809,Secured bicycle taken from bike rack,Theft,Open,900 E. 57th St. (Knapp Center Bike Rack),8/7/18 to 8/8/18 9:00 PM to 9:00 AM,8/8/18 9:21 AM,18-00793
810,Patient reports ring and earrings missing from property bag,Lost Property,Closed,5656 S. Maryland (UCM ER),8/3/18 to 8/4/18 6:30 PM to 2:00 AM,8/8/18 6:01 PM,18-00794
811,"Delayed report - An individual walking on the sidewalk off campus was approached by two unknown suspects who struck the victim with their fists, took a book bag and fled on bicycles / Victim reported no physical injuries / Referred to CPD",Information / Robbery,CPD,5748 S . Blackstone (Public Way),8/9/18 12:30 AM,8/9/18 1:13 PM,18-00795
812,"DSS was notified by a Campus Security Authority that an undisclosed victim reported that she was sexually assaulted  / Due to confidentiality of reporting, limited information is available regarding this incident.",Criminal Sexual Assault,No Investigation Referred to Title IX Coordinator,1009 E. 57th St. (Hitchcock RH),Unknown date/time 2017,8/9/18 3:54 PM,CSA Report    18-036
813,"Unattended, unsecured purse left in waiting area was taken by an unknown person",Theft,Open,800 E. 55th St. (Friend Center),8/9/18 3:30 PM to 4:45 PM,8/9/18 4:48 PM,18-00796
814,Secured bicycle taken from bike rack,Theft,Open,924 E. 57th St. (BSLC Bike Rack),8/9/18 8:00 AM to 9:45 PM,8/9/18 9:47 PM,18-00797
815,"UC owned vehicle involved in traffic crash / Minor property damage only, no injuries reported / 2018-MVA00173",Traffic Crash,Closed,5215 S. Harper,8/10/18 1:04 PM,8/10/18 1:04 PM,18-00798
816,Unknown person(s) entered private residence via unsecured window and took a television / Referred to CPD,Information / Burglary,CPD,5714 S. Woodlawn,8/10/18 8:00 AM to 7:00 PM,8/10/18 7:14 PM,18-00799
817,"UCPD officer recovered an unattended, parked vehicle that had been reported stolen from Elmhurst, IL / Elmhurst PD notified and responded to the scene",Recovered Motor Vehicle,Closed,4554 S. Drexel,8/11/18 5:24 AM,8/11/18 5:24 AM,18-00800
818,Patient informed CPD that he was battered by a visitor / CPD case JB388693,Information / Battery,CPD,5700 S. Maryland (CCD),8/10/18 11:15 PM,8/11/18 9:42 AM,18-00801
819,"Two unknown suspects attempted to take a book bag from an unoccupied, unsecured vehicle parked on the street / Suspects fled to a waiting vehicle without taking property when confronted by the owner",Attempt Theft,Open,916 E. 56th St. (Public Way),8/11/18 4:55 PM,8/11/18 5:00 PM,18-00802
820,"Two individuals walking on the street off campus were approached by two unknown suspects, one armed with a handgun / Suspects took victim's property before fleeing on foot / CPD case",Information / Armed Robbery,CPD,1618 E. 50th Pl. (Public Way),8/12/18 1:20 PM,8/12/18 1:36 PM,18-00803
821,"UC owned vehicle damaged / Property damage only, no injuries reported / 18-MVA00176",Information,Closed,5601 S. Cottage Grove (UC Facilities Service Garage),8/13/18 1:04 AM,8/13/18 1:04 AM,18-00804
822,"An unknown suspect, armed with a firearm, took a wallet and iPhone from a victim walking on the sidewalk off campus / Suspect fled to a waiting vehicle / CPD case JB391029",Information / Armed Robbery,CPD,5134 S. Woodlawn (Public Way),8/13/18 2:00 AM,8/13/18 2:07 AM,18-00805
823,UCPD officer observed suspect cut the chain on a bike secured to a bike rack / Owner of bike unknown at this time / Suspect arrested and charged with theft of lost or mislaid property,Theft of Lost or Mislaid Property,Arrest,5640 S. Ellis (Eckhardt Research Center Bike Rack),8/13/18 3:30 PM,8/13/18 3:37 PM,18-00806
824,Bicycle secured to sign pole taken by unknown person,Theft,Open,5758 S. Maryland (DCAM),8/14/18 1:00 PM to 6:30 PM,8/14/18 6:52 PM,18-00807
825,Individual transported to ER by CFD EMS for evaluation,Mental Health Transport,Closed,1100 E. 57th St. (Public Way),8/14/18 7:54 PM,8/14/18 7:54 PM,18-00808
826,Person found a set of 6 keys on a key ring on the sidewalk / Turned over to UCPD for safekeeping,Found Property,Closed,957 E. 61st St. (Public Way),8/14/18 9:40 PM,8/14/18 9:40 PM,18-00809
827,"Two individuals were conversing with two unknown subjects on the sidewalk off campus, when one of the suspects displayed a handgun and took two iPhones, a wallet, and cash from the victims / Both suspects fled on Divvy bikes / CPD case JB394030",Information / Armed Robbery,CPD,5426 S. Harper (Public Way),8/15/18 1:05 AM,8/15/18 1:10 AM,18-00810
828,Secured bicycle taken from bike rack,Theft,Open,1155 E. 60th St. (Harris School Bike Rack),8/8/18 to 8/9/18 8:30 PM to 11:00 AM,8/15/18 9:02 AM,18-00811
829,A small bag of suspect marijuana found / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5505 S. Ellis (Parking Structure),8/15/18 6:15 AM,8/15/18 11:47 AM,18-00812
830,"An individual was detained by staff for theft of merchandise, but did not leave the cafe with the property / Elements of a crime not established",Theft,Unfounded,5758 S. Maryland (DCAM Caf�),8/15/18 2:20 PM,8/15/18 2:31 PM,18-00813
831,Unknown suspects smashed the front window of off campus coffee shop to gain entry / Coins taken from cash register as well as items of food / CPD case,Information / Burglary,CPD,6100 S. Blackstone (Caf�),8/16/18 11:20 PM,8/16/18 11:36 PM,18-00814
832,Unknown person(s) entered and took tools from an unsecured work van parked on the street,Theft from Motor Vehicle,Open,1450 E. 59th St. (Public Way),8/15/18 to 8/16/18 3:30 PM to 12:30 PM,8/17/18 8:06 AM,18-00815
833,Individual reports losing ID and debit cards,Lost Property,Closed,Unknown,8/14/18 to 8/15/18 6:00 PM to 1:30 PM,8/17/18 9:44 AM,18-00816
834,Information regarding a dispute between two staff members,Information,Closed,5815 S. Maryland (Mitchell Hospital),8/15/18 1:20 PM,8/17/18 4:10 PM,18-00817
835,"Unattended, unsecured laptop taken from 2nd floor classroom",Theft,Open,1100 E. 58th St. (Ryerson Lab),8/17/18 5:50 PM to 10:45 PM,8/18/18 12:08 AM,18-00818
836,Patient's personal property including clothing and cell phone reported missing,Lost Property,Closed,5700 S. Maryland (CCD,8/17/18 to 8/18/18 9:30 AM to 10:45 AM,8/18/18 10:46 AM,18-00819
837,Subject struck UCPD officer with his hand while officer was attempting to quell a disturbance on the street off campus / Suspect arrested and charged with felony aggravated battery of a police officer,Battery,Arrest,5220 S. Harper (Public Way),8/19/18 2:10 AM,8/19/18 2:02 AM,18-00820
838,"UCPD officer was notified via in-car license plate reader of an unoccupied, parked vehicle that had been reported stolen to CPD / Turned over to CPD / CPD case JB399980",Recovered Motor Vehicle,CPD,968 E. 60th St. (Public Way),8/19/18 12:59 PM,8/19/18 12:59 PM,18-00821
839,A group of people were causing a disturbance and fighting / CPD officers arrested two subjects and recovered a firearm,Information,CPD,5656 S. Maryland (UCMER),8/19/18 5:57 PM,8/19/18 5:57 PM,18-00822
840,"Unattended, unsecured Nintendo game console taken from a desk top in study room",Theft,Open,5757 S. University (Saieh Hall),8/16/18 to 8/19/18 6:30 PM to 7:00 PM,8/19/18 7:23 PM,18-00823
841,Four unknown suspects forcibly took a wallet and cell phone from a person walking on the sidewalk off campus / CPD report JB 400655,Information / Robbery,CPD,5136 S. Dorchester (Public Way),8/19/18 8:45 PM,8/19/18 10:09 PM,18-00824
842,"As a result of a traffic violation, a UCPD officer confiscated a small amount of marijuana from a motorist driving off campus / Marijuana inventoried for proper disposal",Possession of Narcotics,Closed,5300 S. Dorchester,8/19/18 10:47 PM,8/19/18 10:47 PM,18-00825
843,Individual found a small plastic baggie containing white powder in the alley off campus / Turned over to UCPD for proper disposal,Found Suspect Narcotics,Closed,1321 E. 52nd St. (Alley),8/13/18 7:00 PM,8/20/18 4:25 PM,18-00826
844,Individual provided UCPD with a copy of an emergency order of protection,Information,Closed,850 E. 61st St. (UCPD HQ),8/20/18 7:35 PM,8/20/18 7:35 PM,18-00827
845,Information regarding a subject tampering with the parking garage exit gate,Information,Closed,5222 S. Lake Park (Parking Garage),8/20/18 4:30 PM,8/21/18 9:06 AM,18-00828
846,Number generated in error,Void,Void,Void,Void,Void,18-00829
847,Individual found a wallet while in Nichols Park / Turned over to UCPD for safekeeping,Found Property,Closed,1355 E. 53rd St. (Nichols Park),8/21/18 9:30 PM,8/21/18 9:30 PM,18-00830
848,Incident involving fraud via e-mail,Deceptive Practice,Open,5801 S. Ellis,8/9/18 6:00 PM,8/22/18 12:02 PM,18-00831
849,"Two people standing on the sidewalk off campus were approached by two unknown subjects, one armed with a handgun / The suspects struck the victims and took their property before fleeing / Victims declined medical assistance / CPD case JB404730",Information / Armed Robbery,CPD,5217 S. University (Public Way),8/22/18 9:15 PM,8/22/18 9:20 PM,18-00832
850,CPD and UCPD police officers responded to a call of shots fired on the street on the westbound Midway Plaisance at South Woodlawn Avenue.  Officers were informed that a motorist was fatally wounded when shots were fired by person(s) riding in another vehicle. The unknown suspects drove westbound on Midway Plaisance. CPD case JB404886,Information / Homicide,CPD,1200 E. Midway Pl.,8/23/18 12:04 AM,8/23/18 12:04 AM,18-00833
851,Father struck daughter in the face with his fist / Suspect arrested by UCPD officers,Domestic Battery,Arrest,5656 S. Maryland (UCM ER),8/23/18 11:00 AM,8/23/18 11:02 AM,18-00834
852,Mental health patient kicked a hole in wall in treatment room,Criminal Damage to Property,Closed,5656 S. Maryland (UCM ER),8/24/18 2:12 AM,8/24/18 2:12 AM,18-00835
853,UCPD officers detained two suspects wanted by CPD for possession of a stolen vehicle and multiple-vehicle traffic crash / Suspects turned over to CPD,Assist Other Agency,CPD,1380 E. Midway Pl.,8/24/18 3:43 PM,8/24/18 3:43 PM,18-00836
854,Patient's chain and pendant missing from her property,Lost Property,Closed,5815 S. Maryland (Mitchell Hospital),8/11/18 to 8/12/18 11:00 PM to 10:00 AM,8/24/18 4:40 PM,18-00837
855,Individual transported to ER for evaluation,Mental Health Transport,Closed,1212 E. 59th St. (Ida Noyes),8/24/18 4:53 PM,8/24/18 4:53 PM,18-00838
856,Two individuals suffered gunshot wounds (ankle and foot) while in off campus park / Transported to ER by CFD EMS / CPD case JB407239,Information / Aggravated Battery,CPD,5001 S. Cottage Grove (Houston Park),8/24/18 6:50 PM,8/24/18 6:52 PM,18-00839
857,A visitor struck a staff member in the face with his fist / Suspect arrested by UCPD and charged with felony aggravated battery to a protected employee,Battery,Arrest,5656 S. Maryland (UCM ER),8/24/18 7:45 PM,8/24/18 7:45 PM,18-00840
858,"Two individuals, sitting in off campus park, were approached by two unknown suspects who implied they had weapons (no weapons displayed) and took an iPhone from one victim before fleeing southbound in the park / CPD case JB407433",Information / Aggravated Robbery,CPD,1355 E. 53rd St. (Nichols Park),8/24/18 10:05 PM,8/24/18 10:08 PM,18-00841
859,Subject ignored previous warnings not to trespass on UC property was arrested by UCPD officers / Also charged with possession of drug paraphernalia,Criminal Trespass to Land,Arrest,1452 E. 53rd St. (Polsky Center),8/25/18 6:50 AM,8/25/18 7:19 AM,18-00842
860,UCPD officers arrested subject after he ran from off campus store without paying for merchandise,Theft,Arrest,1346 E. 53rd St. (Target),8/25/18 8:15 AM,8/25/18 8:16 AM,18-00843
861,"UCPD officer, assisting motorist, was struck by a vehicle / Treated and released at UCM ER / 2018MVA-00188",Traffic Crash / Personal Injury,Closed,5130 S. Lake Park,8/25/18 8:27 PM,8/25/18 8:27 PM,18-00844
862,Suspect on a bicycle snatched a purse from a woman walking on the sidewalk off campus / UCPD officers located and detained a suspect / Suspect had possession of victim's cell phones and directed officers to the victim's purse / Suspect turned over to CPD and placed under arrest / CPD case JB409717,Information / Theft from Person,CPD,5101 S. Woodlawn (Public Way),8/26/18 3:50 PM,8/26/18 3:51 PM,18-00845
863,Individual walking on the sidewalk off campus was approached from the rear by an unknown suspect who snatched the iPhone from the victim's hand and fled on foot / CPD case JB410600,Information / Theft from Person,CPD,5510 S. Woodlawn (Public Way),8/27/18 11:13 AM,8/27/18 11:15 AM,18-00846
864,Staff member injured knee while separating two students involved in an altercation / Referred to school administration,Information,Referred,6300 S. University (Woodlawn Charter School),8/27/18 9:20 AM,8/27/18 1:32 PM,18-00847
865,Secured bicycle taken from bike rack,Theft,Open,924 E. 57th St. (BSLC Bike Rack),8/27/18 8:30 AM to 5:30 PM,8/27/18 6:03 PM,18-00848
866,"Subject took merchandise from a store without paying / UCPD officer detained the suspect, but retailer declined to prosecute",Theft,Ex. Cleared,1635 E. 55th St. (Retail Establishment),8/27/18 11:05 PM,8/27/18 11:17 PM,18-00849
867,A laptop computer and Galaxy cell phone found by contract employees and turned over to UCPD / Laptop owner contacted / Cell phone inventoried for safekeeping,Found Property,Closed,5811 S. Ellis (Cobb Hall),8/28/18 9:47 AM,8/28/18 9:47 AM,18-00850
868,Secured bicycle taken from bike rack,Theft,Open,929 E. 57th St. (Gordon Center Bike Rack),8/27/18 to 8/28/18 4:00 PM to 4:15 PM,8/28/18 4:21 PM,18-00851
869,Bicycle secured to city street sign pole was taken by unknown person,Theft,Open,1126 E. 59th St. (Public Way),8/28/18 1:00 PM to 4:30 PM,8/28/18 4:35 PM,18-00852
