,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
682,Report of lost book bag,Lost Property,Closed,915 E. 60th St. to 5500 S. University,6/26/19  9:00 PM to 9:05 PM,7/1/19 5:26 PM,19-00682
683,"Two unknown suspects, one armed with a handgun, took property from two people walking on the sidewalk off campus / Suspects fled to a waiting red SUV / CPD case JC331602",Information / Armed Robbery,CPD,1456 E. 54th St. (Public Way),7/2/19 12:35 AM,7/2/19 12:44 AM,19-00683
684,A set of 3 keys on a UC lanyard turned over to UCPD for safekeeping,Found Property,Closed,1100 E. 55th St. (Lutheran School of Theology),7/2/19 12:42 PM,7/2/19 12:42 PM,19-00684
685,An individual struck victim in the face with his fist / Suspect arrested by UCPD officers,Battery,Arrest,5656 S. Maryland (UCMED),7/2/19 11:49 PM,7/2/19 11:49 PM,19-00685
686,"Two suspects, one armed with a handgun, took property from a person walking on the sidewalk off-campus / CPD case JC333885",Information / Armed Robbery,CPD,5200 S. Ingleside (Public Way),7/3/19 11:30 PM,7/3/19 11:44 PM,19-00686
687,A patient threw a cup at a staff member / Upon discharge the suspect was arrested and charged with assault,Assault,Arrest,5815 S. Maryland (Mitchell Hospital),7/5/19 10:00 AM,7/5/19 10:35 AM,19-00687
688,UC owned vehicle involved in traffic crash / No injuries reported / 2019 MVA00129,Traffic Crash,Closed,1716 E. 55th St. (Alley),7/5/19 5:25 PM,7/5/19 5:42 PM,19-00688
689,Water damage due to defective sprinkler system,Damage to Property,Closed,1055 E. 55th St. (7-10 Lanes),7/5/19 10:05 PM,7/5/19 10:05 PM,19-00689
690,Two individuals became ill after consuming alcoholic beverages transported to UCMED for evaluation and treatment,Liquor Law Violation,Referred,5500 S. University (Campus North RH),7/7/19 12:12 AM,7/7/19 12:12 AM,19-00690
691,Number generated in error,Void,Void,Void,Void,Void,19-00691
692,Wallet found on the sidewalk turned over to UCPD for safekeeping,Found Property,Closed,5221 S. Kimbark (Public Way),7/7/19 8:58 PM,7/7/19 8:58 PM,19-00692
693,Copper pipe and copper wire taken from construction site,Burglary,Open,1200 E. 60th St. (Construction Site),7/3/19 to 7/5/19 7:00 PM to 6:30 AM,7/8/19 9:13 AM,19-00693
694,Wallet was taken from purse hanging on the back of a chair / Subsequent unauthorized use of credit card reported,Theft,Open,5751 S. Woodlawn (Plein Air Caf�),7/8/19 12:05 PM to 1:00 PM,7/8/19 1:00 PM,19-00694
695,A Motorola hand-held radio was found on the public way / Turned over to UCPD for safekeeping,Found Property,Closed,Ingleside between 53rd and 54th,7/7/19 12:00 PM,7/8/19 11:46 AM,19-00695
696,UC owned bollard damaged as a result of a traffic crash,Damage to Property,Closed,1002 E. Midway Pl.,7/5/19 11:35 PM,7/8/19 4:50 PM,19-00696
697,"Unattended, unsecured cell phone taken from weight room",Theft,Open,5530 S. Ellis (Ratner A.C.),7/8/19 to 7/9/19 8:50 PM to 6:00 AM,7/9/19 9:46 AM,19-00697
698,Person reports losing a money clip and ID while walking around campus,Lost Property,Closed,Between 61st & Cottage Grove to 58th & Greenwood,7/8/19 4:30 PM,7/9/19 9:58 AM,19-00698
699,Unknown person(s) broke into parked car and took stereo and other items,Theft from Motor Vehicle,Open,6000 S. Stony Island (Parking Lot),7/9/19 6:00 AM to 11:00 PM,7/9/19 11:05 PM,19-00699
700,"Vehicle owner reports unknown person damaged car windshield / Subsequent to investigation, the suspect was identified and arrested by UCPD detectives",Criminal Damage to Vehicle,Arrest,1212 E. 59th St. (Public Way),7/11/19 6:00 AM to 11:45 AM,7/11/19 12:17 PM,19-00700
701,"Secured bicycle taken from bike rack / Subsequent to investigation, suspect was identified and was arrested on 7/31/19 / Charged with felony theft",Theft,Arrest,5812 S. Ellis (Brain Research Bike Rack),7/11/19 9:00 AM to 4:55 PM,7/11/19 5:03 PM,19-00701
702,Secured bicycle taken from bike rack / Subsequent to investigation the suspect was identified; however the victim declined to prosecute,Theft,Ex. Cleared,929 E. 57th St. (Gordon Center Bike Rack),7/11/19 11:00 AM to 6:00 PM,7/11/19 6:00 PM,19-00702
703,Secured bicycle taken from bike rack,Theft,Open,970 E. 58th St. (Bookstore Bike Rack),7/11/19 8:00 AM to 8:00 PM,7/11/19 8:10 PM,19-00703
704,Person reported lost wallet,Lost Property,Closed,850 E. 61st St. (UCPD HQ),7/9/19 to 7/11/19 4:00 PM to 7:00 AM,7/11/19 8:17 PM,19-00704
705,UCPD officers arrested a suspect for taking merchandise from the store without paying,Theft,Arrest,970 E. 58th St. (Bookstore),7/12/19 9:55 AM,7/12/19 9:55 AM,19-00705
706,Item of UC issued equipment was believed to be lost; later located,Lost Property,Closed,850 E. 61st St. (UCPD HQ),7/12/19 10:49 AM,7/12/19 10:49 AM,19-00706
707,Three unknown suspects forcibly took property from a victim walking on the sidewalk off campus before fleeing on foot / CPD case JC346380,Information / Robbery,CPD,5230 S. University (Public Way),7/12/19 10:50 PM,7/12/19 10:56 PM,19-00707
708,UCPD officers arrested a suspect for retail theft,Theft,Arrest,1346 E. 53rd St. (Target),7/13/19 1:35 PM,7/13/19 1:37 PM,19-00708
709,A patient shoved a staff member,Battery,Open,5730 S. Drexel (Comer Hospital),7/14/19 6:30 PM,7/14/19 6:41PM,19-00709
710,"Unknown person(s) removed property from unattended, parked vehicle",Theft from Motor Vehicle,Open,5625 S. Maryland (Public Way),7/15/19 9:00 AM to 2:00 PM,7/15/19 2:13 PM,19-00710
711,Small smoldering fire in mulch in ambulance bay area / CFD extinguished fire / No personal injury or property damage,Fire,Closed,5717 S. Cottage Grove (Ambulance Bay Area),7/15/19 4:10 PM,7/15/19 4:12 PM,19-00711
712,Individual found cell phone and turned it over to UCPD / Owner located / Phone returned,Found Property,Closed,4770 S. Dorchester,7/13/19 2:00 AM,7/15/19 11:57 AM,19-00712
713,Hospital staff member found marijuana in patient's room / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),7/16/19 6:25 AM,7/16/19 6:39 AM,19-00713
714,An individual reports losing a wallet while in the hospital,Lost Property,Closed,5758 S. Maryland (DCAM),7/16/19 8:20 AM to 10:55 AM,7/16/19 10:57 AM,19-00714
715,Patient reports losing a necklace,Lost Property,Closed,5700 S. Maryland (CCD),6/5/19 to 7/15/19 1:45 AM to 3:30 PM,7/16/19 12:24 PM,19-00715
716,"An individual, sitting in a car off campus reports an unknown suspect riding in a passing vehicle fired shots breaking a window in his car / Two other parked cars also sustained damage / CPD case JC351326",Information / Aggravated Assault,CPD,6139 S. Woodlawn (Public Way),7/16/19 1:50 PM,7/16/19 1:53 PM,19-00716
717,Staff member found narcotics paraphernalia in patient's room / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),7/17/19 9:30 AM,7/17/19 9:47 AM,19-00717
718,"During the course of a disagreement, an unknown subject spit on two victims / UCPD officers located suspect, but victims declined prosecution",Battery,Ex. Cleared,1002 E. 59th St. (Public Way),7/17/19 10:00 AM,7/17/19 10:09 AM,19-00718
719,"During the course of an argument, visitor spit on patient / Suspect arrested by UCPD",Battery,Arrest,5700 S. Maryland (CCD),7/17/19 4:00 PM,7/17/19 4:00 PM,19-00719
720,Individual reports losing a cane while in the building,Lost Property,Closed,5656 S. Maryland (UCMED),7/17/19 9:45 AM to 9:00 PM,7/17/19 9:04 PM,19-00720
721,Staff member found narcotics in patient's room / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),7/17/19 9:45 PM,7/17/19 9:50 PM,19-00721
722,Report of underground explosion in ComEd manhole / ComEd and CFD responded,Information,Closed,57th & Woodlawn,7/18/19 12:12 AM,7/18/19 12:12 AM,19-00722
723,CPD and UCPD responded to calls of shots fired off campus / An unoccupied parked car sustained damage / No injuries reported / CPD case JC353607,Information / Shots Fired,CPD,918 E. 50th St. (Public Way),7/18/19 2:37 AM,7/18/19 2:38 AM,19-00723
724,UCPD officers arrested suspect for possession of a stolen bike,Theft,Arrest,5130 S. Lake Park,7/18/19 12:58 PM,7/18/19 12:58 PM,19-00724
725,A suspect ignored repeated warnings to leave the premises / To be arrested by UCPD after being evaluated for mental health,Criminal Trespass to Land,Open,5656 S. Maryland (UCMED),7/18/19 2:30 PM,7/18/19 2:30 PM,19-00725
726,Unknown liquid substance poured on victim's vehicle,Information,Open,5555 S. Woodlawn (Student Counseling Services),7/18/19 8:10 AM to 5:00 PM,7/19/19 8:40 AM,19-00726
727,Irate person created a disturbance / Peace restored,Disturbance,Closed,5730 S. Drexel (Comer Hospital),7/19/19 10:55 AM,7/19/19 10:56 AM,19-00727
728,Wheel taken from bicycle secured to off-campus bike rack / Referred to CPD,Information / Theft,Referred,1635 E. 55th St. (Public Way),7/19/19 2:45 PM to 3:15 PM,7/19/19 3:21 PM,19-00728
729,"Unattended, unsecured cell phone and charger taken from hallway of building",Theft,Open,1020 E. 58th St. (Kent Hall),7/19/19 1:30 PM to 2:00 PM,7/19/19 3:01 PM,19-00729
730,2017 Jeep Wrangler taken from parking lot / Vehicle recovered by CPD on 7/21/19 - Two suspects arrested by CPD / CPD case JC358298,Motor Vehicle Theft,Cleared  / Closed,800 E. 55th St. (Friend Center Parking Lot),7/20/19 9:15 AM to 10:45 AM,7/20/19 10:48 AM,19-00730
731,Boyfriend struck girlfriend and took her car keys and the car / CPD case JC358011,Information / Domestic Battery,CPD,Cottage Grove between 53rd & 54th,7/21/19 5:55 AM,7/21/19 6:01 AM,19-00731
732,Unknown person used a brick to smash windshield of victim's parked car,Criminal Damage to Vehicle,Open,1109 E. 56th St.,7/20/19 to 7/21/19 6:30 PM to 8:15 AM,7/21/19 8:26 AM,19-00732
733,Report of lost UC issued property,Lost Property,Closed,850 E. 61st St. (UCPD HQ),12/15/18 to 4/25/19 6:00 AM to 4:00 PM,7/21/19 12:47 PM,19-00733
734,Drugs and drug paraphernalia found by staff in patient's room turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),7/22/19 8:05 AM,7/22/19 8:35 AM,19-00734
735,Two debit cards found on UC shuttle bus turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),7/22/19 1:22 PM,7/22/19 1:22 PM,19-00735
736,Bicycle taken from bike rack / Subsequent to investigation the suspect was identified by UCPD Investigations / Victim declined prosecution,Theft,Ex. Cleared,5824 S. Kenwood (Lab School Bike Rack),7/19/19 8:10 AM to 3:50 PM,7/23/19 12:35 PM,19-00736
737,CFD EMS transported individual to Mercy Hospital for mental evaluation,Mental Health Transport,Closed,800 E. 55th St. (Friend Center),7/23/19 2:11 PM,7/23/19 2:11 PM,19-00737
738,Unknown person(s) damaged rear metal gate and basement door,Criminal Damage to Property,Open,926 E. 61st St. (Neighborhood Apartments),7/23/19 to 7/24/19 2:30 PM to 8:45 AM,7/24/19 8:56 AM,19-00738
739,Number generated in error,Void,Void,Void,Void,Void,19-00739
740,"An individual tripped on pavement, fell injuring elbow and hand / Declined medical attention",Injured Person,Closed,5505 S. Ellis (Parking Structure),7/24/19 10:29 AM,7/24/19 10:31 AM,19-00740
741,Graffiti reported on 1st floor wall and in basement restroom,Criminal Damage to Property,Open,1212 E. 59th St. (Ida Noyes),7/23/19 to 7/24/19 11:30 PM to 10:00 AM,7/24/19 10:43 AM,19-00741
742,UCPD officer detained a suspect wanted for trespass to private property off-campus / Property owner declined to prosecute,Criminal Trespass to Land,Ex. Cleared,Blackstone between 53rd & 54th,7/24/19 11:08 AM,7/24/19 11:08 AM,19-00742
743,U.S. passport and keys found on UC shuttle bus being held for owner at UCPD,Found Property,Closed,850 E. 61st St. (UCPD HQ),7/24/19 3:37 PM,7/24/19 3:37 PM,19-00743
744,Contractor's golf cart taken by unknown person,Motor Vehicle Theft,Open,1126 E. 59th St.,7/24/19 10:10 PM,7/24/19 10:13 PM,19-00744
745,"Laptop taken from unattended, unsecured backpack",Theft,Open,5758 S. Maryland (DCAM),7/22/19 12:45 PM to 5:00 PM,7/26/19 8:31 AM,19-00745
746,"Victim lost credit card in the building / Unknown person subsequently made unauthorized purchases with the card / Subsequent to investigation the suspect was positively identified, but the victim declined to prosecute",Deceptive Practice / Credit Card Fraud,Ex. Cleared,1101 E. 56th St. (Max Palevsky RH),7/25/19 5:00 PM to 6:00 PM,7/26/19 11:14 AM,19-00746
747,"Unsecured, unattended Gameboy and earbuds taken from drawer of desk in lobby / The missing items were located and returned to the owner",Theft,Unfounded,5835 S. Greenwood (Stuart Hall),7/26/19 11:30 AM to 1:55 PM,7/26/19 1:56 PM,19-00747
748,An individual was transported to UCMED for mental evaluation,Mental Health Transport,Closed,5499 S. Hyde Park (Public Way),7/26/19 6:06 PM,7/26/19 6:06 PM,19-00748
749,Information for police regarding a suspicious person,Information,Closed,1200 E. 59th St. (Public Way),7/26/19 8:00 PM,7/26/19 8:02 PM,19-00749
750,"A visitor, causing a disturbance, was escorted from the building and issued a trespass warning",Disturbance,Closed,5656 S. Maryland (UCMED),7/27/19 5:01 AM,7/27/19 6:21 AM,19-00750
751,Suspect slapped victim during the course of an argument / Suspect arrested by UCPD,Battery,Arrest,5700 S. Maryland (CCD),7/27/19 1:42 PM,7/27/19 1:46 PM,19-00751
752,"Two subjects, standing on the sidewalk off-campus, suffered gunshot wounds when shots were fired from a passing vehicle / CPD case JC367051",Information / Aggravated Battery,CPD,5358 S. Maryland,7/27/19 3:45 PM,7/27/19 3:49 PM,19-00752
753,Victim sustained gunshot wounds in an off-campus private apartment building / CPD located and detained a suspect / CPD case JC367615,Information / Aggravated Battery,CPD,Hyde Park between 51st & 52nd,7/27/19 11:33 PM,7/27/19 11:34 PM,19-00753
754,Number generated in error,Void,Void,Void,Void,Void,19-00754
755,"Two suspects, armed with handguns, confronted a victim walking on the sidewalk off-campus and took the victim's purse and Honda Civic / CPD case JC367724",Information / Armed Robbery,CPD,5344 S. Kimbark (Public Way),7/28/19 2:10 AM,7/28/19 2:16 AM,19-00755
756,Wallet found on the street turned over to UCPD for safekeeping,Found Property,Closed,5313 S. Drexel (Public Way),7/28/19 7:03 PM,7/28/19 7:03 PM,19-00756
757,"Four unknown suspects, armed with handguns, confronted two victims walking on the sidewalk off-campus / Suspects demanded and took the victim's 2007 Honda / CPD case JC368882",Information / Aggravated Vehicular Hijacking,CPD,4859 S. Ellis (Public Way),7/28/19 11:00 PM,7/28/19 11:08 PM,19-00757
758,Unknown person(s) forced basement door and took various items,Burglary,Open,908 E. 61st St. (UC Neighborhood Apts.),7/28/19 to 7/29/19 12:00 PM to 9:25 AM,7/29/19 9:31 AM,19-00758
759,Unknown person (s) took 6 traffic cones and a traffic cone dolly / The missing dolly and traffic cones were located / No crime occurred,Theft,Unfounded,5800 S. Stony Island (Shapiro Hall),7/28/19 12:50 AM,7/29/19 10:11 AM,19-00759
760,Bullet shattered rear window of vehicle parked on the street,Criminal Damage to Vehicle,Open,5601 S. Drexel (Public Way),7/20/19 to 7/29/19 9:00 PM to 11:20 AM,7/29/19 11:26 AM,19-00760
761,Unknown person(s) forced entry to an off-campus residential garage and took a bicycle / CPD case JC370634,Information / Burglary,CPD,Woodlawn between 56th & 57th,7/29/19 to 7/30/19 7:15 PM to 7:30 AM,7/30/19 7:55 AM,19-00761
762,Secured bicycle taken from bike rack,Theft,Open,5840 S. Kenwood (Lab School Bike Rack),7/26/19 to 7/29/19 1:00 PM to 2:40 PM,7/30/19 1:26 PM,19-00762
763,Two persons walking on the sidewalk off campus suffered gunshot wounds when an unknown suspect fired shots from a passing vehicle / CPD case JC371382,Information / Aggravated Battery,CPD,6330 S. Greenwood (Public Way),7/30/19 4:15 PM,7/30/19 4:33 PM,19-00763
764,Number generated in error,Void,Void,Void,Void,Void,19-00764
765,Unsecured bicycle taken from bike rack,Theft,Open,5800 S. Stony Island (Shapiro Hall Bike Rack),7/31/19 12:35 PM,7/31/19 2:10 PM,19-00765
766,Unknown person(s) damaged rear basement door,Criminal Damage to Property,Open,6052 S. Ingleside (Neighborhood Apts.),7/31/19 to 8/1/19 4:45 PM to 11:25 AM,8/1/19 11:30 AM,19-00766
767,Vehicle struck and damaged a bollard / 2019MVA-00149,Traffic Crash,Closed,5700 S Maryland,8/1/19 11:53 PM,8/1/19 11:53 PM,19-00767
768,"Unknown suspect, armed with a handgun, approached victim on the street off-campus and demanded the victim's car keys / Suspect drove off northbound on Cornell / CPD case JC375458",Information / Robbery / Aggravated Vehicular Hijacking,CPD,5401 S. Cornell,8/2/19 3:15 PM,8/2/19 3:19 PM,19-00768
769,"Wallet taken from unattended, unsecured book bag",Theft,Open,947 E. 58th St. (Abbott Hall),8/2/19 12:30 PM to 7:50 PM,8/2/19 7:58 PM,19-00769
